INDEX,P_TARGET_FLAG
6848,0.1266025145
6852,0.0824251202
6856,0.1161652366
6860,0.1426725089
6866,0.1818498074
6870,0.2918212364
6878,0.2762150486
6880,0.1794241059
6885,0.1454804135
6897,0.1882767686
6902,0.4759928744
6904,0.3908720846
6907,0.057190234
6909,0.2042560902
6914,0.206821721
6915,0.3446992728
6922,0.1558424562
6924,0.1794956311
6933,0.0505548028
6934,0.2772739025
6941,0.2613929984
6957,0.1650939024
6960,0.0362465802
6969,0.0842554903
6975,0.1415702746
6980,0.4291362584
6983,0.0542679562
6987,0.299961383
6994,0.1676918424
6997,0.1058660333
7002,0.0969319287
7010,0.1263150499
7015,0.3268477779
7019,0.195365936
7022,0.5279292894
7025,0.1170948537
7029,0.0957651474
7031,0.164385094
7037,0.2365258798
7038,0.3267145855
7043,0.1005747304
7049,0.0484940311
7052,0.2158102256
7053,0.2130179664
7056,0.0966526329
7057,0.2996260213
7080,0.2554065936
7086,0.233106627
7087,0.0946555635
7105,0.3104279445
7108,0.1143403879
7121,0.250579876
7122,0.1761399751
7125,0.3237968558
7132,0.3102144135
7134,0.2776191501
7151,0.1108978692
7152,0.4274361013
7157,0.1617170944
7159,0.2843779068
7166,0.7331580901
7167,0.0902621376
7177,0.1295129274
7179,0.5173722351
7181,0.1847272704
7183,0.1736573429
7186,0.1433869867
7193,0.2519972281
7205,0.0473676627
7207,0.1572129118
7209,0.2913012669
7216,0.261167815
7232,0.4289307672
7235,0.162374523
7238,0.1956669743
7240,0.5025186332
7243,0.1370486558
7252,0.3112827821
7269,0.5220248119
7275,0.1203307625
7281,0.1518717319
7283,0.2033562438
7287,0.1962643544
7289,0.3300859846
7291,0.2667542177
7294,0.1931355237
7304,0.3295321436
7308,0.2580827856
7313,0.1661718065
7319,0.3509177687
7325,0.1010533373
7326,0.1518177314
7330,0.1676153277
7332,0.0768057293
7337,0.2404805384
7341,0.1313603553
7346,0.3807625586
7353,0.4887884535
7354,0.3749397192
7361,0.4523902096
7366,0.2976244196
7368,0.1060399882
7372,0.0524994143
7375,0.2450171796
7377,0.167458882
7380,0.1181004976
7382,0.4712033736
7385,0.4408463934
7392,0.5823544337
7395,0.0725117556
7397,0.1507750886
7403,0.0841817996
7406,0.3518446995
7409,0.2758091283
7410,0.2789212009
7412,0.1160284309
7419,0.2422251745
7425,0.0513709352
7435,0.1253952914
7438,0.134525181
7440,0.0928795167
7447,0.2485902444
7449,0.3790057441
7456,0.2013854638
7464,0.1171626333
7478,0.2416277712
7480,0.0290494774
7481,0.4080937721
7483,0.2348162343
7484,0.1672710288
7491,0.6381367849
7494,0.7050097174
7501,0.4078882004
7503,0.5460783302
7509,0.1907789338
7517,0.0975408318
7518,0.1748796415
7519,0.212764177
7521,0.2453636374
7522,0.2206432113
7536,0.2904869286
7539,0.2303946172
7547,0.431077353
7549,0.0739988625
7552,0.3362119756
7554,0.2631089091
7556,0.1761141724
7564,0.103417038
7566,0.2146058272
7570,0.2042028354
7571,0.119457023
7572,0.1420926733
7575,0.0702431668
7586,0.0788982331
7589,0.3758988683
7590,0.0395858891
7597,0.3458067115
7602,0.0437471811
7604,0.21898301
7605,0.3114909257
7612,0.5002716706
7615,0.170744163
7617,0.1557918391
7624,0.3084454072
7632,0.2121814951
7639,0.143664241
7642,0.3138323329
7643,0.1275809901
7649,0.387378879
7650,0.2139901694
7653,0.3730192356
7654,0.2341547104
7657,0.529618872
7662,0.2130773233
7669,0.5977171033
7671,0.1493878184
7675,0.0791049065
7678,0.1289243792
7682,0.5783268177
7688,0.2248917605
7689,0.1334044693
7690,0.1350260507
7692,0.3253508998
7699,0.1981243817
7705,0.58544746
7712,0.3564152271
7726,0.3502201893
7728,0.1018771768
7735,0.2501865654
7737,0.4309950667
7739,0.1772375257
7743,0.3537776427
7744,0.2308042677
7746,0.1685997675
7749,0.2224594797
7750,0.1593257871
7752,0.156146225
7755,0.1766985403
7756,0.6012798069
7762,0.3428127159
7764,0.4085777089
7769,0.2725378573
7770,0.3443064693
7776,0.2120318777
7778,0.2763737444
7784,0.4989536591
7786,0.1324807801
7789,0.2021252213
7793,0.2605981724
7794,0.0557546932
7804,0.1760763519
7811,0.139888434
7813,0.1084492519
7815,0.1650442547
7817,0.1097590782
7818,0.2497564543
7821,0.2661995282
7825,0.0291027678
7830,0.1896290443
7832,0.1316303398
7835,0.076553019
7839,0.1251120224
7842,0.0413940256
7849,0.3894342749
7856,0.2150477611
7857,0.0481688495
7863,0.0863674778
7866,0.1204680358
7871,0.0949132399
7875,0.2769129601
7882,0.5908081596
7887,0.5633510037
7888,0.6467716015
7891,0.8356539067
7895,0.0961712736
7901,0.2505393662
7906,0.2049789677
7908,0.7237999618
7917,0.0987383875
7924,0.5202232943
7948,0.2713423533
7950,0.5117166305
7955,0.1648889855
7957,0.0414284403
7959,0.1358959494
7967,0.0817516758
7969,0.3930860306
7971,0.1538957971
7974,0.256907343
7976,0.0654167263
7986,0.4756629485
7987,0.4046072
7993,0.2751363616
7996,0.3367786978
7998,0.2075210079
8018,0.0624648318
8019,0.2414703012
8027,0.1138309078
8036,0.0817376741
8040,0.0405186263
8044,0.3446376837
8050,0.2493671969
8052,0.3483278206
8054,0.2006535859
8057,0.4451589282
8058,0.0850100473
8059,0.5357415451
8066,0.6627960128
8070,0.0568529426
8072,0.470516273
8078,0.1367939773
8079,0.1928685121
8080,0.1761143249
8081,0.1360019665
8088,0.1187338394
8091,0.3438558261
8094,0.2600591476
8095,0.6867678658
8099,0.0664976655
8101,0.3072165309
8102,0.0846752445
8116,0.2202661176
8125,0.1828452917
8134,0.285216771
8139,0.0536293427
8141,0.0668118017
8147,0.2670100712
8158,0.2614504445
8160,0.0671331422
8165,0.1700195373
8187,0.1903454376
8205,0.3124749753
8209,0.2527143185
8211,0.4178219239
8232,0.0586407523
8236,0.0702460764
8237,0.2093474083
8238,0.5779018373
8245,0.3724175149
8256,0.2138008125
8268,0.0618472473
8269,0.0863081461
8270,0.2800434521
8286,0.1035739885
8289,0.0869636492
8301,0.2416965627
8305,0.1092064101
8310,0.2441912376
8312,0.2232782554
8318,0.7620305178
8321,0.1468130911
8328,0.0331076671
8331,0.1486797008
8334,0.1382493188
8344,0.1480337154
8345,0.3899676213
8352,0.183001642
8358,0.44207341
8359,0.1600056239
8360,0.3537789394
8365,0.6068075367
8366,0.1156609012
8369,0.5775121268
8373,0.1821876352
8378,0.1357253481
8392,0.2032617889
8397,0.4135776932
8399,0.135660729
8400,0.1527279811
8405,0.4795184836
8406,0.0394466481
8410,0.1716051575
8413,0.0724542081
8414,0.5515925673
8416,0.6658798053
8426,0.1402002536
8434,0.1304939577
8439,0.0676216442
8440,0.0826902059
8475,0.0820840352
8480,0.2963793332
8497,0.1723625498
8499,0.7950301851
8500,0.1773159303
8501,0.0908634568
8502,0.2555581235
8518,0.1415134038
8520,0.227341836
8523,0.3917460857
8525,0.2124786778
8532,0.0752975277
8535,0.3403783866
8543,0.2077850065
8554,0.1665328241
8560,0.3445873516
8561,0.2127727536
8563,0.2403266904
8566,0.5828567388
8570,0.2730237266
8572,0.2024259975
8582,0.125964807
8583,0.2195032332
8587,0.328345808
8592,0.1478445219
8593,0.2059321007
8607,0.0795950709
8609,0.2001621117
8610,0.2101857362
8614,0.3287433787
8616,0.4254147676
8622,0.1143257386
8623,0.1092172593
8624,0.310231948
8633,0.1264112454
8641,0.2417606266
8644,0.4074476133
8649,0.3006229607
8653,0.1126124385
8657,0.0978645086
8658,0.082590896
8663,0.0514875587
8672,0.5618291075
8680,0.2944776778
8684,0.1725356353
8687,0.0583312044
8688,0.0662168656
8690,0.3704908077
8712,0.2256686773
8717,0.2493204532
8730,0.0758123755
8739,0.2133005688
8744,0.2081195231
8747,0.1490163174
8748,0.2564068601
8751,0.5210320501
8758,0.3526676099
8761,0.3120514701
8763,0.0875147065
8764,0.2196893894
8765,0.0873017288
8773,0.0543076777
8780,0.2439293105
8781,0.0834160259
8782,0.4925076997
8785,0.1343099311
8786,0.1737384584
8797,0.6527418138
8799,0.0503992402
8807,0.5322046617
8816,0.1738581872
8817,0.3204585813
8826,0.2907078558
8833,0.1268995363
8834,0.069045246
8835,0.0862046146
8840,0.1114084677
8843,0.0728760296
8849,0.1316782143
8855,0.2491473101
8861,0.1903393021
8862,0.1730947541
8865,0.2010023797
8868,0.0993141894
8870,0.0302137093
8880,0.1354204565
8885,0.081327542
8894,0.3756322342
8895,0.1117793702
8899,0.2054122355
8912,0.4562193866
8922,0.1057417478
8924,0.1109796358
8928,0.1556701885
8932,0.1949211906
8943,0.1354485808
8945,0.1174408975
8946,0.1342299034
8954,0.3954434954
8958,0.2919552142
8960,0.2515898819
8965,0.2775052145
8966,0.1282939159
8967,0.094137356
8969,0.2184338277
8980,0.2509587791
8984,0.1583281724
8985,0.6449743253
8988,0.3566308422
8989,0.2425538509
8995,0.0791523242
9004,0.2168219772
9010,0.0706366671
9012,0.1804629886
9018,0.26169175
9036,0.1223787294
9037,0.1463255995
9040,0.1570434372
9041,0.3092416403
9044,0.3198209963
9045,0.0691063298
9047,0.2368538605
9049,0.1078569255
9061,0.1296488121
9062,0.2968034163
9076,0.1108350081
9079,0.2198855941
9081,0.1857330806
9082,0.1249968486
9089,0.4448684469
9092,0.1806122641
9094,0.2678169272
9115,0.154771151
9117,0.1918671587
9118,0.5047200504
9120,0.0264843647
9124,0.2030584006
9128,0.4336779024
9135,0.2949737487
9136,0.6384693634
9138,0.1929442292
9157,0.2478889177
9176,0.0641300904
9183,0.1770788425
9187,0.2855007729
9188,0.3026826266
9190,0.3160056002
9197,0.1346296794
9200,0.1817851751
9201,0.2096659901
9203,0.158824722
9212,0.2430055443
9213,0.0940293132
9214,0.4414204238
9217,0.1679416932
9219,0.0650740036
9220,0.1785567983
9221,0.1916998801
9237,0.0953508697
9240,0.2331858259
9241,0.106190014
9248,0.191407999
9253,0.4836034352
9259,0.5989738703
9267,0.1515657448
9271,0.3303960956
9273,0.1006586819
9285,0.0382053556
9290,0.1140516234
9291,0.4187118839
9293,0.0594304683
9294,0.0590531803
9301,0.112804513
9302,0.0515085258
9312,0.1167708866
9316,0.6472861857
9319,0.4829583857
9328,0.0629234713
9331,0.4420492007
9338,0.2249910691
9350,0.3733499004
9356,0.1397943333
9359,0.2459991107
9362,0.3175393047
9364,0.1108930162
9370,0.2289617345
9380,0.0440184104
9386,0.0715527815
9394,0.2572167102
9407,0.1691397084
9411,0.519798217
9422,0.2575833395
9423,0.1469453802
9429,0.1514390448
9433,0.2210966166
9439,0.0967751945
9451,0.1154007358
9452,0.1981794485
9453,0.1132106777
9460,0.1282226626
9465,0.1840119419
9470,0.2288830665
9476,0.2657521948
9485,0.4620365111
9486,0.0448007265
9488,0.157647782
9507,0.0778069618
9508,0.4370967599
9517,0.3103552454
9521,0.1330278149
9528,0.1179879896
9532,0.3978358546
9536,0.1990593924
9540,0.3640456089
9542,0.2459999673
9546,0.2044010602
9548,0.1106162218
9549,0.2858348579
9554,0.1248472001
9555,0.3265995995
9558,0.0359406123
9573,0.6145108451
9575,0.5741734306
9584,0.369960935
9586,0.2792350886
9588,0.3338136049
9591,0.3703462592
9592,0.6768386718
9597,0.2320937963
9600,0.0933277076
9603,0.4349924319
9605,0.2973956332
9614,0.4716103212
9616,0.1747544272
9622,0.3380386521
9624,0.197341334
9629,0.750228165
9633,0.0529951816
9640,0.1633813968
9644,0.304394094
9645,0.2462736645
9646,0.1924535303
9648,0.8582860927
9649,0.0447498321
9660,0.1630899106
9664,0.4360957103
9675,0.0799303849
9679,0.6806052283
9680,0.4324498507
9682,0.275154939
9697,0.1152005959
9701,0.132351422
9704,0.1359161966
9705,0.169455846
9707,0.352579856
9714,0.0311892273
9718,0.1220195984
9722,0.1202223675
9739,0.1778815124
9747,0.4025277759
9751,0.2426322135
9757,0.1681311867
9759,0.097839928
9760,0.2046604147
9764,0.6761144065
9776,0.3045857938
9778,0.1527105613
9786,0.1839974713
9803,0.3216191853
9804,0.3216982048
9815,0.0540238002
9824,0.1164396816
9825,0.3263422499
9826,0.3327547045
9827,0.1240316948
9833,0.0653120248
9835,0.0461751766
9860,0.2452166237
9865,0.1633351836
9871,0.2056046689
9874,0.2071365864
9880,0.1617686522
9882,0.4373738266
9885,0.3310120854
9888,0.5288236638
9892,0.032545993
9893,0.3733925143
9896,0.377893214
9902,0.0731768224
9906,0.2187227571
9910,0.1543398171
9914,0.1664575759
9918,0.3199889586
9920,0.1886578411
9926,0.3773483867
9931,0.247023976
9935,0.2180863558
9945,0.6109768762
9953,0.2646820209
9957,0.0975042561
9963,0.0846326092
9972,0.1527186074
9976,0.2741868641
9979,0.2431007738
9980,0.1174953362
9982,0.0775984232
9991,0.3896588046
10000,0.144410032
10003,0.1457309501
10005,0.7386841847
10014,0.0181717026
10032,0.4644079958
10034,0.3178932767
10041,0.1298195118
10042,0.116449669
10044,0.1395208394
10045,0.1469400947
10054,0.3371302309
10061,0.1855549619
10062,0.3794603857
10073,0.1331870326
10081,0.118349992
10084,0.3812879124
10086,0.0914151951
10093,0.3544237022
10101,0.624231313
10105,0.179951729
10110,0.2677050221
10113,0.5288871862
10115,0.4534180628
10119,0.461989456
10121,0.253333403
10124,0.8413288068
10126,0.3466530326
10127,0.200021653
10145,0.0974718549
10147,0.2304133605
10148,0.103537935
10162,0.2214127211
10163,0.1721886743
10166,0.6070364634
10172,0.0862803649
10173,0.401871143
10175,0.0708247944
10180,0.2298254276
10186,0.0445851256
10192,0.3136764717
10199,0.1933665109
10209,0.8267056185
10210,0.1284310886
10214,0.0859099027
10215,0.2506509785
10216,0.4957868116
10232,0.3094924318
10239,0.2268906196
10249,0.0347940221
10253,0.3672274872
10255,0.1471389947
10262,0.0571402204
10264,0.1406564381
10266,0.146221051
10268,0.1735211987
10271,0.4207534877
10272,0.2542579429
10276,0.3162319845
10277,0.0401992945
10279,0.5813035246
10281,0.1639055214
10285,0.0385155683
10294,0.370570735
10300,0.083127525
