INDEX,P_TARGET_AMT
7043,181.18031012
7049,562.715129
7052,1920.4155673
7053,1259.5914763
7056,962.82158673
7057,2303.5982343
7080,1432.9177798
7086,2497.9854935
7087,1338.4832146
7105,2457.2813883
7108,1014.0357908
7121,2008.462378
7122,679.67479675
7125,2583.0889333
7132,1458.8045713
7134,1693.8652016
7151,984.83377991
7152,2687.6797972
7157,1001.5332231
7159,2022.501628
7166,3216.0642581
7167,730.73075701
7177,1072.0325804
7179,3876.7351635
7181,953.15031325
7183,1103.8504132
7186,846.69940432
7193,1689.9205452
7205,215.72503707
7207,872.47628544
7209,2531.153095
7216,730.27309855
7232,1648.9119321
7235,1361.9885871
7238,1507.38888
7240,3255.8731083
7243,759.51039759
7252,1267.2056566
7269,2920.3365215
7275,1017.3643536
7281,816.94429256
7283,1197.2926812
7287,631.00984793
7289,1596.2544683
7291,1820.243117
7294,1168.8775142
7304,1441.9496426
7308,2705.7781459
7313,986.939721
7319,3003.1827382
7325,865.79953921
7326,1075.9824721
7330,1174.5837521
7332,714.99625415
7337,2193.631574
7341,1256.3579817
7346,3249.4193268
7353,1727.3044105
7354,2202.1231962
7361,942.32841682
7366,1323.8643061
7368,828.29759591
7372,360.14104592
7375,2169.1115162
7377,1578.8634363
7380,1043.1136316
7382,1641.2556554
7385,1799.1717419
7392,3056.8416559
7395,306.23660478
7397,1379.8914726
7403,587.58870905
7406,1998.5214928
7409,1670.1705576
7410,2218.5031537
7412,303.49889297
7419,1514.9431713
7425,249.37439455
7435,848.44572048
7438,756.82845537
7440,684.68363595
7447,1577.8755084
7449,2560.3466619
7456,1463.0268581
7464,1029.2185253
7478,1709.9766097
7480,-237.4176568
7481,2449.8683839
7483,1035.3421187
7484,1898.5371711
7491,2465.7924476
7494,3338.7135076
7501,2457.4156416
7503,2641.3966145
7509,836.03478729
7517,840.55094451
7518,1459.3650668
7519,2092.5619608
7521,1971.7933141
7522,1412.7946137
7536,1357.6258956
7539,1763.0628412
7547,2198.8937293
7549,975.69597744
7552,2021.1694747
7554,1696.3194909
7556,911.66611138
7564,900.09501952
7566,1444.9443046
7570,1136.14633
7571,518.05358577
7572,746.30818468
7575,501.7251981
7586,274.66063824
7589,1309.8419451
7590,564.20972378
7597,1884.9226893
7602,456.02404986
7604,1131.3296978
7605,1745.4674326
7612,2799.9157348
7615,1725.6843477
7617,1338.5572834
7624,1417.4925119
7632,1746.8313545
7639,813.53130214
7642,2702.8291038
7643,258.05392647
7649,1096.4666222
7650,2041.8957945
7653,2611.4245885
7654,1733.1397946
7657,3189.1146712
7662,1976.4277143
7669,1866.1171682
7671,1164.3030798
7675,601.93875153
7678,926.09621189
7682,1444.9678279
7688,1775.218973
7689,1565.5039071
7690,1610.5722902
7692,2069.5438537
7699,1235.7883911
7705,2299.5093255
7712,2591.1642544
7726,1553.2662019
7728,925.42945415
7735,2030.0118606
7737,2517.7140682
7739,1747.8540651
7743,1713.3307816
7744,1757.6470453
7746,1505.3334577
7749,1631.6908838
7750,1346.8009645
7752,816.18361033
7755,1786.4497624
7756,3841.2529894
7762,2275.8703919
7764,2535.4263444
7769,1737.1511474
7770,1661.4917843
7776,849.69395524
7778,2107.982459
7784,3043.9334214
7786,1392.4266235
7789,353.69950856
7793,1543.8501676
7794,1059.6850708
7804,1090.2068714
7811,1124.5313552
7813,337.04766142
7815,1517.8093026
7817,903.80163156
7818,1953.0045632
7821,2542.6310759
7825,-155.1339491
7830,1374.9366717
7832,650.94217375
7835,641.43030748
7839,1699.737626
7842,655.96648409
7849,2590.1164653
7856,1280.3392635
7857,285.13786595
7863,705.98210801
7866,1171.4230608
7871,746.84795269
7875,1796.9715512
7882,3900.5482774
7887,1998.7460502
7888,3716.1512874
7891,4111.863828
7895,399.7657266
7901,1402.6024039
7906,1554.3663073
7908,2424.5013202
7917,949.52852757
7924,2231.5251908
7948,1054.4897964
7950,2990.9481139
7955,547.84214009
7957,587.30946606
7959,1151.6834888
7967,275.39068227
7969,2568.2899781
7971,1235.7532822
7974,1505.5415482
7976,678.20488832
7986,2904.5276882
7987,2522.9678714
7993,2139.6715304
7996,2550.6068884
7998,2000.0333732
8018,1068.5033395
8019,1293.309836
8027,910.32404578
8036,847.50352774
8040,387.58815335
8044,1949.4490907
8050,1448.9214952
8052,2213.9850782
8054,1577.675191
8057,2818.7528733
8058,30.369360615
8059,1626.5113259
8066,3282.8642989
8070,-69.50656179
8072,2380.6080349
8078,1388.3053656
8079,1004.4668143
8080,1383.316836
8081,838.38256387
8088,671.46828395
8091,2216.5577506
8094,2048.3510776
8095,3809.5216537
8099,501.65562026
8101,1874.3642428
8102,202.64790657
8116,1217.1354509
8125,1841.7689834
8134,2118.7294085
8139,311.82114647
8141,-183.2294889
8147,2249.9615841
8158,1370.4139822
8160,639.66900972
8165,1430.1573446
8187,1083.1738294
8205,2323.4971918
8209,971.20936561
8211,3083.4365631
8232,150.32808295
8236,337.77142503
8237,696.67705659
8238,2656.2242344
8245,2481.6361408
8256,1881.0153536
8268,621.76411918
8269,834.80110285
8270,1329.9836022
8286,888.3039707
8289,686.83711665
8301,1934.2473456
8305,1248.0898962
8310,1784.1221079
8312,839.52212883
8318,3446.4167175
8321,1209.1014135
8328,224.95831701
8331,740.38788176
8334,1063.3684197
8344,977.65724309
8345,1500.469187
8352,1196.9911439
8358,1788.4670154
8359,1441.2244559
8360,1183.1336066
8365,1710.1533549
8366,912.24986358
8369,3551.4372656
8373,1799.1180659
8378,700.34908594
8392,1080.7301807
8397,1812.8080081
8399,395.47800257
8400,1311.8436942
8405,2574.8254316
8406,391.05055603
8410,703.87614834
8413,34.29549144
8414,2128.8980669
8416,2580.0676868
8426,1139.9737579
8434,739.80435179
8439,1401.1925094
8440,1311.2112687
8475,173.58333289
8480,1956.9405992
8497,1457.3246186
8499,3002.1601804
8500,1307.7301173
8501,753.8927529
8502,2311.5956885
8518,1300.316761
8520,455.72685315
8523,2806.8266033
8525,1374.7126418
8532,555.70112001
8535,2421.8454831
8543,965.56472642
8554,1460.9829542
8560,2721.0537816
8561,1064.6772456
8563,1831.844808
8566,1878.6069082
8570,1112.1746263
8572,1653.8412906
8582,1096.7737606
8583,1474.2521933
8587,2313.9732821
8592,585.29674811
8593,673.18666315
8607,437.96538389
8609,1620.6100562
8610,1200.7327615
8614,2294.1784302
8616,2780.896855
8622,1325.8485412
8623,894.82078867
8624,1277.0127295
8633,1569.099745
8641,816.81547376
8644,2645.1854584
8649,1174.8757081
8653,538.62388811
8657,108.5514823
8658,664.5372478
8663,-25.0848058
8672,2134.3717273
8680,2649.0153868
8684,1182.1086301
8687,922.01783758
8688,958.7917917
8690,1058.3980165
8712,1285.9670968
8717,1990.3905728
8730,910.88116751
8739,1723.1888641
8744,316.57783787
8747,1195.4181071
8748,1270.5100157
8751,2770.192225
8758,2138.7663835
8761,2141.7001514
8763,742.89615689
8764,1652.5135811
8765,675.14352549
8773,815.32562603
8780,2409.3382305
8781,1292.8875405
8782,1234.1945481
8785,835.36619739
8786,2101.8014954
8797,2957.461846
8799,684.55137186
8807,2907.5656624
8816,927.5478492
8817,1818.8339135
8826,2256.7267501
8833,850.35417784
8834,357.72551806
8835,769.74599887
8840,476.94053233
8843,585.14989923
8849,1398.2346821
8855,1159.3990738
8861,2101.0387299
8862,1004.7600679
8865,1206.703267
8868,1261.725127
8870,423.63899072
8880,1361.5697914
8885,665.41748182
8894,3061.0312117
8895,437.48673366
8899,1727.4900877
8912,2921.6594556
8922,873.11015465
8924,986.86244124
8928,1538.231002
8932,2122.0758732
8943,874.24596031
8945,1779.7455913
8946,755.85940619
8954,2293.523933
8958,2216.4665232
8960,1280.2218897
8965,1950.2069135
8966,1384.370672
8967,917.00302942
8969,1265.6632992
8980,824.70196661
8984,1427.3294979
8985,3813.4620996
8988,2156.2231883
8989,1330.3808655
8995,605.96103276
9004,1263.909678
9010,694.37676975
9012,1841.5656501
9018,1285.9490966
9036,1026.8485859
9037,1004.0956509
9040,1867.8808631
9041,1140.9195758
9044,2065.5925687
9045,1012.2962123
9047,2863.6258047
9049,922.65106674
9061,1168.2951591
9062,2311.7033426
9076,1177.8679436
9079,1786.3027764
9081,783.4120019
9082,1270.1949055
9089,2179.0706695
9092,982.08398607
9094,935.60825027
9115,811.67641903
9117,1181.2617726
9118,2992.7834183
9120,154.74934921
9124,1217.1600465
9128,3403.3616079
9135,1665.748261
9136,4045.7579206
9138,1598.4461556
9157,1519.972591
9176,572.96802958
9183,1163.8406568
9187,718.73756123
9188,2700.2898924
9190,2007.8652845
9197,1079.3575115
9200,1810.4221
9201,1972.507594
9203,1433.5777549
9212,529.85311128
9213,877.17593078
9214,2492.6098372
9217,729.78002894
9219,596.74971112
9220,1768.0924197
9221,2100.9724044
9237,1131.1124267
9240,1671.7716751
9241,936.98583817
9248,995.93724487
9253,1259.2552003
9259,3147.324406
9267,944.78803649
9271,2457.1465492
9273,819.83498147
9285,413.58903949
9290,1557.5853347
9291,1943.1289945
9293,690.7174906
9294,489.99965512
9301,939.54194791
9302,591.57990337
9312,991.23753022
9316,3811.1191839
9319,2983.3635997
9328,859.31815153
9331,2006.078565
9338,2004.1897311
9350,2317.7223098
9356,766.75313766
9359,1961.2918107
9362,1697.6533745
9364,567.94348407
9370,1375.1746215
9380,800.93846298
9386,501.18819665
9394,2273.7502133
9407,1131.5239453
9411,2525.431472
9422,1812.0949261
9423,745.90094541
9429,1306.4527938
9433,1362.6014605
9439,1046.5970667
9451,1597.4949123
9452,590.21709277
9453,1024.6981234
9460,651.20880878
9465,1024.0658917
9470,1332.5363507
9476,847.19727984
9485,1848.8031985
9486,225.67188903
9488,751.20488095
9507,67.451599696
9508,2483.4401684
9517,1689.7735839
9521,621.24872858
9528,1195.4920979
9532,1889.3564362
9536,809.42090278
9540,2712.9316697
9542,2174.975524
9546,1480.9263175
9548,991.99404135
9549,1541.8204015
9554,1414.8889366
9555,2068.6664472
9558,-139.4501531
9573,2336.5028284
9575,3374.0743573
9584,2421.3089623
9586,1860.0514664
9588,1266.6648076
9591,2283.1387486
9592,4809.8253107
9597,861.9826536
9600,790.04667057
9603,2785.4276659
9605,2136.0328382
9614,2874.8002531
9616,1764.68602
9622,2050.1123251
9624,1857.9140691
9629,3198.7783129
9633,1051.6773284
9640,1250.757098
9644,1727.9443834
9645,2073.8797165
9646,1751.3766191
9648,5106.3559781
9649,482.22891666
9660,1175.312073
9664,1728.0802189
9675,931.45399642
9679,3536.3654544
9680,2400.4315938
9682,1572.0489878
9697,1013.7782721
9701,1835.6086934
9704,1108.1771095
9705,1323.8656161
9707,2203.372881
9714,272.98330337
9718,1093.0978541
9722,523.06858347
9739,1525.4449186
9747,2295.2806876
9751,2051.81934
9757,1688.0662571
9759,765.12424742
9760,1781.9192972
9764,3510.4400457
9776,2342.1511117
9778,1523.7193897
9786,499.70651664
9803,2411.8916745
9804,1898.1193969
9815,915.7646877
9824,673.78256657
9825,2191.4064479
9826,2083.4533371
9827,1155.9518284
9833,819.94960041
9835,573.06898903
9860,2007.0588975
9865,763.04301946
9871,705.52998422
9874,1425.059143
9880,805.32253008
9882,2104.0420212
9885,1834.2414929
9888,3084.2263514
9892,-94.36154895
9893,1806.1034715
9896,1498.0663063
9902,957.85062983
9906,1545.7335051
9910,1227.1623937
9914,1374.4599498
9918,1495.4281309
9920,1812.6413684
9926,1366.4697379
9931,1443.8420136
9935,768.76695896
9945,2333.6754091
9953,1547.289347
9957,784.97942875
9963,210.49169502
9972,1370.9336344
9976,1066.1957591
9979,1489.5430365
9980,1110.8917357
9982,672.51040816
9991,2583.6086059
10000,1119.9682819
10003,1091.8675969
10005,3493.3642537
10014,-648.4562714
10032,3471.8077795
10034,1416.7497674
10041,1060.6775851
10042,947.27772179
10044,1129.7559985
10045,1230.9986883
10054,2407.7362498
10061,708.5672092
10062,2270.2208791
10073,2066.8464746
10081,726.58999594
10084,2680.1313464
10086,-48.18480912
10093,1944.4171276
10101,3297.7035245
10105,1786.579689
10110,1652.3788544
10113,3279.9416869
10115,3091.3949157
10119,2551.7176299
10121,1876.782802
10124,4314.7992325
10126,2801.4574076
10127,838.56231274
10145,847.13662314
10147,1423.5254319
10148,977.32540698
10162,985.65314656
10163,1003.5032464
10166,2940.634171
10172,708.10530273
10173,3086.5976804
10175,668.26910887
10180,1753.901744
10186,474.93172991
10192,2091.3907018
10199,1195.4000747
10209,2973.6427381
10210,1370.188726
10214,815.22470127
10215,1874.1099321
10216,3378.3722376
10232,2303.45144
10239,1629.6400968
10249,-72.77441439
10253,2284.9053078
10255,723.7887999
10262,395.58133952
10264,1229.9791709
10266,1397.048404
10268,1213.4581759
10271,1740.9920144
10272,1085.773406
10276,1770.1372428
10277,695.19133333
10279,2164.1769126
10281,1636.1857399
10285,44.758011387
10294,2027.6865368
10300,608.82216538
